0,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0
644,1,0,0,0,0,0,0,0,0,0
966,1,1,0,0,0,0,0,0,0,0
1288,1,1,1,0,0,0,0,0,0,0
1610,1,1,1,1,0,0,0,0,0,0
1932,1,1,1,1,1,0,0,0,0,0
2254,1,1,1,1,1,1,0,0,0,0
2576,1,1,1,1,1,1,1,0,0,0
2898,1,1,1,1,1,1,1,1,0,0
3220,1,1,1,1,1,1,1,1,1,0
3542,1,1,1,1,1,1,1,1,1,1
3864,0,1,1,1,1,1,1,1,1,1
4186,0,0,1,1,1,1,1,1,1,1
4508,0,0,0,1,1,1,1,1,1,1
4830,0,0,0,0,1,1,1,1,1,1
5152,0,0,0,0,0,1,1,1,1,1
5474,0,0,0,0,0,0,1,1,1,1
5796,0,0,0,0,0,0,0,1,1,1
6118,0,0,0,0,0,0,0,0,1,1
6440,0,0,0,0,0,0,0,0,0,1
6762,0,0,0,0,0,0,0,0,0,0
7084,1,1,1,1,1,0,0,0,0,0
7406,0,0,0,0,0,1,1,1,1,1
7728,1,1,0,0,0,0,0,0,0,0
8050,1,1,1,1,0,0,0,0,0,0
8372,1,1,1,1,1,1,0,0,0,0
8694,1,1,1,1,1,1,1,1,0,0
9016,1,1,1,1,1,1,1,1,1,1
9338,1,1,1,1,1,1,1,1,1,1
9660,1,1,1,1,1,1,1,1,1,1
9982,0,0,0,0,0,0,0,0,0,0
10304,1,1,1,1,1,1,1,1,1,1
10626,0,0,0,0,0,0,0,0,0,0
10948,1,1,0,0,1,1,1,1,1,1
11270,0,0,1,1,0,0,0,0,0,0
11592,1,1,0,0,1,1,1,1,1,1
11914,0,0,1,1,0,0,0,0,0,0
12236,0,0,0,0,0,0,0,0,0,0
12558,1,0,0,0,0,0,0,0,0,0
12880,1,1,0,0,0,0,0,0,0,0
13202,1,1,1,0,0,0,0,0,0,0
13524,1,1,1,1,0,0,0,0,0,0
13846,1,1,1,1,1,0,0,0,0,0
14168,1,1,1,1,1,1,0,0,0,0
14490,1,1,1,1,1,1,1,0,0,0
14812,1,1,1,1,1,1,1,1,0,0
15134,1,1,1,1,1,1,1,1,1,0
15456,1,1,1,1,1,1,1,1,1,1
15778,0,1,1,1,1,1,1,1,1,1
16100,0,0,1,1,1,1,1,1,1,1
16422,0,0,0,1,1,1,1,1,1,1
16744,0,0,0,0,1,1,1,1,1,1
17066,0,0,0,0,0,1,1,1,1,1
17388,0,0,0,0,0,0,1,1,1,1
17710,0,0,0,0,0,0,0,1,1,1
18032,0,0,0,0,0,0,0,0,1,1
18354,0,0,0,0,0,0,0,0,0,1
18676,0,0,0,0,0,0,0,0,0,0
18998,1,1,1,1,1,0,0,0,0,0
19320,0,0,0,0,0,1,1,1,1,1
19642,1,1,0,0,0,0,0,0,0,0
19964,1,1,1,1,0,0,0,0,0,0
20286,1,1,1,1,1,1,0,0,0,0
20608,1,1,1,1,1,1,1,1,0,0
20930,1,1,1,1,1,1,1,1,1,1
21252,1,1,1,1,1,1,1,1,1,1
21574,1,1,1,1,1,1,1,1,1,1
21896,0,0,0,0,0,0,0,0,0,0
22218,0,0,0,0,1,1,0,0,0,0
22540,0,0,0,0,0,0,1,1,0,0
22862,0,0,0,0,1,1,0,0,0,0
23184,0,0,0,0,0,0,1,1,0,0
23506,0,0,0,0,0,0,0,0,0,0
23828,0,0,0,0,1,1,0,0,0,0
24150,0,0,0,0,0,0,1,1,0,0
24472,0,0,0,0,1,1,0,0,0,0
24794,0,0,0,0,0,0,1,1,0,0
25116,0,0,0,0,0,0,0,0,0,0
25438,0,0,0,0,1,1,0,0,0,0
25760,0,0,0,0,0,0,1,1,0,0
26082,1,1,0,0,0,0,0,0,0,0
26404,0,0,1,1,0,0,0,0,0,0
26726,1,1,0,0,0,0,0,0,0,0
27048,0,0,1,1,0,0,0,0,0,0
27370,0,0,0,0,0,0,0,0,0,0
27692,0,0,0,0,0,0,0,0,0,0
28014,0,0,0,0,0,0,0,0,0,0
28336,0,0,0,0,0,0,0,0,0,0
28658,0,0,0,0,0,0,0,0,0,0
28980,0,0,0,0,0,0,0,0,0,0
29302,0,0,0,0,0,0,0,0,0,0
29624,0,0,0,0,0,0,0,0,0,0
29946,0,0,0,0,0,0,0,0,0,0
30268,1,1,1,1,1,1,1,1,1,1
30590,1,1,1,1,1,1,1,1,1,1
30912,1,1,1,1,1,1,1,1,1,1
31234,1,1,1,1,1,1,1,1,1,1
31556,1,1,1,1,1,1,1,1,1,1
31878,0,0,0,0,0,0,0,0,0,0
32200,0,0,0,0,0,0,0,0,0,0
32522,1,1,1,1,1,1,1,1,1,1
32844,1,1,1,1,1,1,1,1,1,1
33166,0,0,0,0,0,0,0,0,0,0
33488,0,0,0,0,0,0,0,0,0,0
33810,1,1,1,1,1,1,1,1,1,1
34132,1,0,0,0,0,0,0,0,0,0
34454,0,1,0,0,0,0,0,0,0,0
34776,0,0,0,0,0,0,0,0,0,1
35098,0,0,0,0,0,0,0,0,1,0
35420,0,0,1,1,1,1,1,1,0,0
35742,0,0,0,0,0,0,0,0,0,0
36064,0,0,1,1,1,1,1,1,0,0
36386,1,0,0,0,0,0,0,0,0,0
36708,0,1,0,0,0,0,0,0,0,0
37030,0,0,0,0,0,0,0,0,0,1
37352,0,0,0,0,0,0,0,0,1,0
37674,0,0,1,1,1,1,1,1,0,0
37996,0,0,0,0,0,0,0,0,0,0
38318,0,0,1,1,1,1,1,1,0,0
38640,0,0,1,1,1,1,1,1,0,0
38962,0,0,0,0,0,0,0,0,0,0
39284,0,0,1,1,1,1,1,1,0,0
39606,0,0,1,1,1,1,1,1,0,0
39928,0,0,0,0,0,0,0,0,0,0
40250,1,1,1,1,1,1,1,1,1,1
40572,1,0,0,0,0,0,0,0,0,0
40894,0,1,0,0,0,0,0,0,0,0
41216,0,0,0,0,0,0,0,0,0,1
41538,0,0,0,0,0,0,0,0,1,0
41860,0,0,1,1,1,1,1,1,0,0
42182,0,0,0,0,0,0,0,0,0,0
42504,0,0,1,1,1,1,1,1,0,0
42826,0,0,1,1,1,1,1,1,0,0
43148,0,0,0,0,0,0,0,0,0,0
43470,0,0,1,1,1,1,1,1,0,0
43792,0,0,1,1,1,1,1,1,0,0
44114,0,0,0,0,0,0,0,0,0,0
44436,1,1,1,1,1,1,1,1,1,1
44758,1,0,0,0,0,0,0,0,0,0
45080,0,1,0,0,0,0,0,0,0,0
45402,0,0,0,0,0,0,0,0,0,1
45724,0,0,0,0,0,0,0,0,1,0
46046,0,0,1,1,1,1,1,1,0,0
46368,0,0,0,0,0,0,0,0,0,0
46690,0,0,1,1,1,1,1,1,0,0
47012,0,0,1,1,1,1,1,1,0,0
47334,0,0,0,0,0,0,0,0,0,0
47656,0,0,1,1,1,1,1,1,0,0
47978,0,0,1,1,1,1,1,1,0,0
48300,0,0,0,0,0,0,0,0,0,0
48622,1,1,1,1,1,1,1,1,1,1
48944,1,0,0,0,0,0,0,0,0,0
49266,0,1,0,0,0,0,0,0,0,0
49588,0,0,0,0,0,0,0,0,0,1
49910,0,0,0,0,0,0,0,0,1,0
50232,0,0,1,1,1,1,1,1,0,0
50554,0,0,0,0,0,0,0,0,0,0
50876,0,0,1,1,1,1,1,1,0,0
51198,0,0,1,1,1,1,1,1,0,0
51520,0,0,0,0,0,0,0,0,0,0
51842,0,0,1,1,1,1,1,1,0,0
52164,0,0,1,1,1,1,1,1,0,0
52486,0,0,0,0,0,0,0,0,0,0
52808,1,1,1,1,1,1,1,1,1,1
53130,1,1,1,1,1,1,1,1,1,1
53452,1,1,1,1,1,1,1,1,1,1
53774,0,0,0,0,0,0,0,0,0,0
54096,0,0,0,0,0,0,0,0,0,0
54418,0,0,0,0,0,0,0,0,0,0
54740,0,0,0,0,0,0,0,0,0,0
55062,0,0,0,0,0,0,0,0,0,0
55384,0,0,0,0,0,0,0,0,0,0
55706,0,0,0,0,0,0,0,0,0,0
56028,1,1,1,1,1,0,0,0,0,0
56350,0,0,0,0,0,1,1,1,1,1
56672,1,1,1,1,1,0,0,0,0,0
56994,0,0,0,0,0,1,1,1,1,1
57316,1,1,1,1,1,0,0,0,0,0
57638,0,0,0,0,0,0,0,0,0,0
57960,1,0,0,0,0,0,0,0,0,0
58282,1,1,0,0,0,0,0,0,0,0
58604,1,1,1,0,0,0,0,0,0,0
58926,1,1,1,1,0,0,0,0,0,0
59248,1,1,1,1,1,0,0,0,0,0
59570,1,1,1,1,1,1,0,0,0,0
59892,1,1,1,1,1,1,1,0,0,0
60214,1,1,1,1,1,1,1,1,0,0
60536,1,1,1,1,1,1,1,1,1,0
60858,1,1,1,1,1,1,1,1,1,1
61180,0,1,1,1,1,1,1,1,1,1
61502,0,0,1,1,1,1,1,1,1,1
61824,0,0,0,1,1,1,1,1,1,1
62146,0,0,0,0,1,1,1,1,1,1
62468,0,0,0,0,0,1,1,1,1,1
62790,0,0,0,0,0,0,1,1,1,1
63112,0,0,0,0,0,0,0,1,1,1
63434,0,0,0,0,0,0,0,0,1,1
63756,0,0,0,0,0,0,0,0,0,1
64078,0,0,0,0,0,0,0,0,0,0
64400,1,1,1,1,1,0,0,0,0,0
64722,0,0,0,0,0,1,1,1,1,1
65044,1,1,0,0,0,0,0,0,0,0
65366,1,1,1,1,0,0,0,0,0,0
65688,1,1,1,1,1,1,0,0,0,0
66010,1,1,1,1,1,1,1,1,0,0
66332,1,1,1,1,1,1,1,1,1,1
66654,1,1,1,1,1,1,1,1,1,1
66976,1,1,1,1,1,1,1,1,1,1
67298,0,0,0,0,0,0,0,0,0,0
67620,1,1,1,1,1,1,1,1,1,1
67942,0,0,0,0,0,0,0,0,0,0
68264,1,1,0,0,1,1,1,1,1,1
68586,0,0,1,1,0,0,0,0,0,0
68908,1,1,0,0,1,1,1,1,1,1
69230,0,0,1,1,0,0,0,0,0,0
69552,0,0,0,0,0,0,0,0,0,0
69874,1,0,0,0,0,0,0,0,0,0
70196,1,1,0,0,0,0,0,0,0,0
70518,1,1,1,0,0,0,0,0,0,0
70840,1,1,1,1,0,0,0,0,0,0
71162,1,1,1,1,1,0,0,0,0,0
71484,1,1,1,1,1,1,0,0,0,0
71806,1,1,1,1,1,1,1,0,0,0
72128,1,1,1,1,1,1,1,1,0,0
72450,1,1,1,1,1,1,1,1,1,0
72772,1,1,1,1,1,1,1,1,1,1
73094,0,1,1,1,1,1,1,1,1,1
73416,0,0,1,1,1,1,1,1,1,1
73738,0,0,0,1,1,1,1,1,1,1
74060,0,0,0,0,1,1,1,1,1,1
74382,0,0,0,0,0,1,1,1,1,1
74704,0,0,0,0,0,0,1,1,1,1
75026,0,0,0,0,0,0,0,1,1,1
75348,0,0,0,0,0,0,0,0,1,1
75670,0,0,0,0,0,0,0,0,0,1
75992,0,0,0,0,0,0,0,0,0,0
76314,1,1,1,1,1,0,0,0,0,0
76636,0,0,0,0,0,1,1,1,1,1
76958,1,1,0,0,0,0,0,0,0,0
77280,1,1,1,1,0,0,0,0,0,0
77602,1,1,1,1,1,1,0,0,0,0
77924,1,1,1,1,1,1,1,1,0,0
78246,1,1,1,1,1,1,1,1,1,1
78568,1,1,1,1,1,1,1,1,1,1
78890,1,1,1,1,1,1,1,1,1,1
79212,0,0,0,0,0,0,0,0,0,0
79534,0,0,0,0,1,1,0,0,0,0
79856,0,0,0,0,0,0,1,1,0,0
80178,0,0,0,0,1,1,0,0,0,0
80500,0,0,0,0,0,0,1,1,0,0
80822,0,0,0,0,0,0,0,0,0,0
81144,0,0,0,0,1,1,0,0,0,0
81466,0,0,0,0,0,0,1,1,0,0
81788,0,0,0,0,1,1,0,0,0,0
82110,0,0,0,0,0,0,1,1,0,0
82432,0,0,0,0,0,0,0,0,0,0
82754,0,0,0,0,1,1,0,0,0,0
83076,0,0,0,0,0,0,1,1,0,0
83398,1,1,0,0,0,0,0,0,0,0
83720,0,0,1,1,0,0,0,0,0,0
84042,1,1,0,0,0,0,0,0,0,0
84364,0,0,1,1,0,0,0,0,0,0
84686,0,0,0,0,0,0,0,0,0,0
85008,0,0,0,0,0,0,0,0,0,0
85330,0,0,0,0,0,0,0,0,0,0
85652,0,0,0,0,0,0,0,0,0,0
85974,0,0,0,0,0,0,0,0,0,0
86296,0,0,0,0,0,0,0,0,0,0
86618,0,0,0,0,0,0,0,0,0,0
86940,0,0,0,0,0,0,0,0,0,0
87262,0,0,0,0,0,0,0,0,0,0
87584,1,1,1,1,1,1,1,1,1,1
87906,1,1,1,1,1,1,1,1,1,1
88228,1,1,1,1,1,1,1,1,1,1
88550,1,1,1,1,1,1,1,1,1,1
88872,1,1,1,1,1,1,1,1,1,1
89194,0,0,0,0,0,0,0,0,0,0
89516,0,0,0,0,0,0,0,0,0,0
89838,1,1,1,1,1,1,1,1,1,1
90160,1,1,1,1,1,1,1,1,1,1
90482,0,0,0,0,0,0,0,0,0,0
90804,0,0,0,0,0,0,0,0,0,0
91126,1,1,1,1,1,1,1,1,1,1
91448,1,0,0,0,0,0,0,0,0,0
91770,0,1,0,0,0,0,0,0,0,0
92092,0,0,0,0,0,0,0,0,0,1
92414,0,0,0,0,0,0,0,0,1,0
92736,0,0,1,1,1,1,1,1,0,0
93058,0,0,0,0,0,0,0,0,0,0
93380,0,0,1,1,1,1,1,1,0,0
93702,1,0,0,0,0,0,0,0,0,0
94024,0,1,0,0,0,0,0,0,0,0
94346,0,0,0,0,0,0,0,0,0,1
94668,0,0,0,0,0,0,0,0,1,0
94990,0,0,1,1,1,1,1,1,0,0
95312,0,0,0,0,0,0,0,0,0,0
95634,0,0,1,1,1,1,1,1,0,0
95956,0,0,1,1,1,1,1,1,0,0
96278,0,0,0,0,0,0,0,0,0,0
96600,0,0,1,1,1,1,1,1,0,0
96922,0,0,1,1,1,1,1,1,0,0
97244,0,0,0,0,0,0,0,0,0,0
97566,1,1,1,1,1,1,1,1,1,1
97888,1,0,0,0,0,0,0,0,0,0
98210,0,1,0,0,0,0,0,0,0,0
98532,0,0,0,0,0,0,0,0,0,1
98854,0,0,0,0,0,0,0,0,1,0
99176,0,0,1,1,1,1,1,1,0,0
99498,0,0,0,0,0,0,0,0,0,0
99820,0,0,1,1,1,1,1,1,0,0
100142,0,0,1,1,1,1,1,1,0,0
100464,0,0,0,0,0,0,0,0,0,0
100786,0,0,1,1,1,1,1,1,0,0
101108,0,0,1,1,1,1,1,1,0,0
101430,0,0,0,0,0,0,0,0,0,0
101752,1,1,1,1,1,1,1,1,1,1
102074,1,0,0,0,0,0,0,0,0,0
102396,0,1,0,0,0,0,0,0,0,0
102718,0,0,0,0,0,0,0,0,0,1
103040,0,0,0,0,0,0,0,0,1,0
103362,0,0,1,1,1,1,1,1,0,0
103684,0,0,0,0,0,0,0,0,0,0
104006,0,0,1,1,1,1,1,1,0,0
104328,0,0,1,1,1,1,1,1,0,0
104650,0,0,0,0,0,0,0,0,0,0
104972,0,0,1,1,1,1,1,1,0,0
105294,0,0,1,1,1,1,1,1,0,0
105616,0,0,0,0,0,0,0,0,0,0
105938,1,1,1,1,1,1,1,1,1,1
106260,1,0,0,0,0,0,0,0,0,0
106582,0,1,0,0,0,0,0,0,0,0
106904,0,0,0,0,0,0,0,0,0,1
107226,0,0,0,0,0,0,0,0,1,0
107548,0,0,1,1,1,1,1,1,0,0
107870,0,0,0,0,0,0,0,0,0,0
108192,0,0,1,1,1,1,1,1,0,0
108514,0,0,1,1,1,1,1,1,0,0
108836,0,0,0,0,0,0,0,0,0,0
109158,0,0,1,1,1,1,1,1,0,0
109480,0,0,1,1,1,1,1,1,0,0
109802,0,0,0,0,0,0,0,0,0,0
110124,1,1,1,1,1,1,1,1,1,1
110446,1,1,1,1,1,1,1,1,1,1
110768,1,1,1,1,1,1,1,1,1,1
111090,0,0,0,0,0,0,0,0,0,0
111412,0,0,0,0,0,0,0,0,0,0
111734,0,0,0,0,0,0,0,0,0,0
112056,0,0,0,0,0,0,0,0,0,0
112378,0,0,0,0,0,0,0,0,0,0
112700,0,0,0,0,0,0,0,0,0,0
113022,0,0,0,0,0,0,0,0,0,0
113344,1,1,1,1,1,0,0,0,0,0
113666,0,0,0,0,0,1,1,1,1,1
113988,1,1,1,1,1,0,0,0,0,0
114310,0,0,0,0,0,1,1,1,1,1
114632,1,1,1,1,1,0,0,0,0,0
